23001, 600 N 37TH ST, LOUISVILLE, KY, 40212
23794, E WHEATMORE DR / S WHEATMORE DR, LOUISVILLE, KY, 40215
23795, E WITHERSPOON ST / N FLOYD ST, LOUISVILLE, KY, 40202
23796, E WITHERSPOON ST / N PRESTON ST, LOUISVILLE, KY, 40202
23797, EAGLE NEST WAY / WESTPORT RD, LOUISVILLE, KY, 40222
23798, EARLHAM DR / ASHMOOR LN, LOUISVILLE, KY, 40223
23799, EAST AVE / MID DR, LOUISVILLE, KY, 40272
23800, EASTERN PKY / BAXTER AVE, LOUISVILLE, KY, 40204
23801, EASTERN PKY / FERNWOOD AVE, LOUISVILLE, KY, 40204
23802, EASTERN PKY / I 65 RAMP, LOUISVILLE, KY, 40209
23803, EASTERN PKY / SHERRY RD, LOUISVILLE, KY, 40217
23804, EASTERN WOOD CT / WOODED FALLS RD, LOUISVILLE, KY, 40243
23805, ECHO BRIDGE RD / MARENGO DR, LOUISVILLE, KY, 40243
23806, ECHO TRL / S ENGLISH STATION RD, LOUISVILLE, KY, 40299
23807, EL PRADO ST / GRANADA DR, LOUISVILLE, KY, 40272
23808, ELLIOTT AVE / SANDRA CT, LOUISVILLE, KY, 40211
23809, ELLIOTT AVE / SOUTHWESTERN PKY, LOUISVILLE, KY, 40211
23810, ELLIS WAY / STANTON BLVD, LOUISVILLE, KY, 40220
23811, ELLISON AVE / RAMMERS AVE, LOUISVILLE, KY, 40204
23812, ELLISON AVE / SCHILLER AVE, LOUISVILLE, KY, 40204
23813, ELMWOOD AVE / GILMAN AVE, LOUISVILLE, KY, 40207
23814, EMBERSON AVE / PHILLIPS LN, LOUISVILLE, KY, 40209
23815, EMERALD DR / POPLAR LEVEL RD, LOUISVILLE, KY, 40219
23816, EMMA KATHERINE LN / SUNSET CIR, LOUISVILLE, KY, 40216
23817, ENGLISH AVE / HILLCREST AVE, LOUISVILLE, KY, 40206
23818, ESSEX AVE / LEES LN, LOUISVILLE, KY, 40216
23819, ETAWAH AVE / LA GRANGE RD, LOUISVILLE, KY, 40222
23820, ETON RD / GOOSE CREEK RD, LOUISVILLE, KY, 40241
23821, EVANGELINE AVE / MILES AVE, LOUISVILLE, KY, 40214
23822, EVERGREEN RD / WETHERBY AVE, LOUISVILLE, KY, 40243
23823, EVERGREEN RD/SHELBYVILLE RD, LOUISVILLE, KY, NA
23824, EXLEY CT / KAISER CT, LOUISVILLE, KY, 40211
23825, FAIRGROUND RD / KEEGAN WAY, LOUISVILLE, KY, 40299
23826, FAIRVIEW AVE / TENNESSEE AVE, LOUISVILLE, KY, 40208
23827, FALLING SPRINGS DR / ROCK WATER DR, LOUISVILLE, KY, 40241
23828, FALLING TREE WAY / TIMBERWOOD CIR, LOUISVILLE, KY, 40223
23829, FAMOUS WAY / JUDGE BLVD, LOUISVILLE, KY, 40219
23830, FAMOUS WAY / PINA WAY, LOUISVILLE, KY, 40219
23831, FAMOUS WAY / SIESTA WAY, LOUISVILLE, KY, 40219
23832, FAMOUS WAY / SMITHTON RD, LOUISVILLE, KY, 40219
23833, FARMDALE AVE / ROOSEVELT AVE, LOUISVILLE, KY, 40213
23834, FAYWOOD WAY / SCHNEITER AVE, LOUISVILLE, KY, 40215
23835, FELSMERE CIR / N HURSTBOURNE PKY, LOUISVILLE, KY, 40241
23836, FENLEY AVE / VINE CREST AVE, LOUISVILLE, KY, 40222
23837, FENLEY AVE / WESTPORT RD, LOUISVILLE, KY, 40222
23838, FENLEY AVE, LOUISVILLE, KY, 40206
23839, FERN CREEK RD / WOODBARK LN, LOUISVILLE, KY, 40291
23840, FERN GRADE RD / GRADE LN, LOUISVILLE, KY, 40213
23841, FERN VALLEY PASS / FERN VALLEY RD, LOUISVILLE, KY, 40228
23842, FERNBUSH DR / WOODROW WAY, LOUISVILLE, KY, 40228
23843, FERNDALE RD / BARDSTOWN RD, LOUISVILLE, KY, 40291
23844, FERNDALE RD / GLENDALE RD, LOUISVILLE, KY, 40291
23845, FERNDALE RD / S WATTERSON TRL, LOUISVILLE, KY, 40291
23846, FERNWOOD AVE / SPEED AVE, LOUISVILLE, KY, 40205
23847, FINCHLEY RD / SELKIRK LN, LOUISVILLE, KY, 40243
23848, FINZER ST / S CLAY ST, LOUISVILLE, KY, 40203
23849, FISHERMANS PARK, LOUISVILLE, KY, 40299
23850, FISK CT / WEST CT, LOUISVILLE, KY, 40203
23851, FLICKER RD / GLIMMER WAY, LOUISVILLE, KY, 40214
23852, FOREMAN LN / WOODBURY DR, LOUISVILLE, KY, 40219
23853, FOREST GREEN BLVD, LOUISVILLE, KY, 40223
23854, FOREST PLACE CT / SHELBYVILLE RD, LOUISVILLE, KY, 40245
23855, FORSYTHIA LN / MAPLE RD, LOUISVILLE, KY, 40229
23856, FOSTER HOLLY WAY / HARVEST GOLD WAY, LOUISVILLE, KY, 40291
23857, FOUNTAIN AVE / WESTPORT RD, LOUISVILLE, KY, NA
23858, FRANKFORT AVE / INGLE AVE, LOUISVILLE, KY, 40207
23859, FRANKFORT AVE / S JANE ST, LOUISVILLE, KY, 40206
23860, FRANKFORT AVE / VERNON AVE, LOUISVILLE, KY, 40206
23861, FRANKFORT AVE / WEIST PL, LOUISVILLE, KY, 40206
23862, FRANKFORT AVE/3300, LOUISVILLE, KY, NA
23863, FRANKLIN AVE / GRASTON AVE, LOUISVILLE, KY, 40216
23864, FRANKLIN ST / N WENZEL ST, LOUISVILLE, KY, 40206
23865, FREEDOM WAY / I 264 RAMP, LOUISVILLE, KY, 40209
23866, GALVIN CT / NEW MAPLE RD, LOUISVILLE, KY, 40229
23867, GARDEN GREEN WAY / GENERAL LN, LOUISVILLE, KY, 40218
23868, GARDINER LN / ROBARDS LN, LOUISVILLE, KY, 40218
23869, GARDINER LN / WELLBROOKE RD, LOUISVILLE, KY, 40205
23870, GARLAND AVE / S 42ND ST, LOUISVILLE, KY, 40211
23871, GARRS LN, LOUISVILLE, KY, 40211
23872, GARY WAY / GLENGARRY DR, LOUISVILLE, KY, 40118
23873, GAYLE DR / E PAGES LN, LOUISVILLE, KY, 40272
23874, GIRARD DR / KING ARTHUR LN, LOUISVILLE, KY, NA
23875, GIRARD DR / WESTPORT RD, LOUISVILLE, KY, 40222
23876, GIRVAN AVE / WIMSTOCK AVE, LOUISVILLE, KY, 40272
23877, GLEAM DR / GLIMMER WAY, LOUISVILLE, KY, 40214
23878, GLEN POINTE RD / GOOSE CREEK RD, LOUISVILLE, KY, 40241
23879, GLENBROOK AVE / LEES LN, LOUISVILLE, KY, 40216
23880, GLENCREEK LN, LOUISVILLE, KY, 40218
23881, GLENMARY AVE / GRINSTEAD DR, LOUISVILLE, KY, 40204
23882, GLENROCK RD / MANSLICK RD, LOUISVILLE, KY, 40216
23883, GOLDSMITH LN / HEATHER LN, LOUISVILLE, KY, 40218
23884, GOLDSMITH LN / MEADOW DR, LOUISVILLE, KY, 40220
23885, GOLDSMITH LN / RIO RITA AVE, LOUISVILLE, KY, 40220
23886, GOLDSMITH LN / STRATFORD AVE, LOUISVILLE, KY, 40218
23887, GOSS AVE / POPLAR LEVEL RD, LOUISVILLE, KY, 40217
23888, GOULLON CT / LAMPTON ST, LOUISVILLE, KY, 40204
23889, GRADE LN / MIDFIELD ACCESS RD, LOUISVILLE, KY, 40213
23890, GRAND AVE / S 26TH ST, LOUISVILLE, KY, 40210
23891, GRAND AVE / S 32ND ST, LOUISVILLE, KY, 40211
23892, GRANGER RD / HOGAN LN, LOUISVILLE, KY, 40118
23893, GRASTON AVE / LANDRUM AVE, LOUISVILLE, KY, 40216
23894, GRASTON AVE / THOMAS AVE, LOUISVILLE, KY, 40216
23895, GRAYSTONE MANOR PKY, LOUISVILLE, KY, 40241
23896, GRECIAN RD / HANEY WAY, LOUISVILLE, KY, 40272
23897, GREEN COVE CIR / MANSFIELD LN, LOUISVILLE, KY, 40218
23898, GREENBELT HWY, LOUISVILLE, KY, 40258
23899, GREENHURST DR / S HURSTBOURNE PKY, LOUISVILLE, KY, 40299
23900, GREENUP RD / THRUSTON AVE, LOUISVILLE, KY, 40217
23901, GREENWOOD RD / RALSTON AVE, LOUISVILLE, KY, 40258
23902, GREENWOOD RD / RUSSELL AVE, LOUISVILLE, KY, 40258
23903, GREENWOOD RD / VIRGINIA AVE, LOUISVILLE, KY, 40258
23904, GREENWOOD RD / WALLER LN, LOUISVILLE, KY, 40258
23905, GREGG AVE / VORSTER AVE, LOUISVILLE, KY, 40210
23906, GRINSTEAD DR / PLEASANTVIEW AVE, LOUISVILLE, KY, 40206
23907, GRINSTEAD DR/WILLOW, LOUISVILLE, KY, NA
23908, GRISSOM WAY / TITAN DR, LOUISVILLE, KY, 40229
23909, GROVEWOOD LN / HOLLYHOCK LN, LOUISVILLE, KY, 40272
23910, GUEST AVE / VIM DR, LOUISVILLE, KY, 40213
23911, HAGEN RD / PARK FIELD RD, LOUISVILLE, KY, 40223
23912, HALLSDALE DR / SUFFOLK LN, LOUISVILLE, KY, 40220
23913, HALSTEAD AVE / MARIGOLD AVE, LOUISVILLE, KY, 40213
23914, HARMONY RD / TAYLORSVILLE RD, LOUISVILLE, KY, 40299
23915, HARRIS PL / NEW LA GRANGE RD, LOUISVILLE, KY, NA
23916, HARRISON AVE / SHELBYVILLE RD, LOUISVILLE, KY, 40243
23917, HASKIN AVE / LANCASTER AVE, LOUISVILLE, KY, 40215
23918, HATHAWAY AVE / PEACHTREE AVE, LOUISVILLE, KY, 40215
23919, HAZEL ST / W MAGNOLIA AVE, LOUISVILLE, KY, 40211
23920, HAZELWOOD AVE / BICKNELL AVE, LOUISVILLE, KY, 40215
23921, HAZELWOOD AVE / TRACY WAY, LOUISVILLE, KY, 40214
23922, HEAFER RD / LA GRANGE RD, LOUISVILLE, KY, 40223
23923, HELMSDALE LN / MOSER RD, LOUISVILLE, KY, 40223
23924, HELMWOOD DR / LAKEHEATH DR, LOUISVILLE, KY, 40213
23925, HENRY AVE / CARLISLE AVE, LOUISVILLE, KY, 40215
23926, HEPBURN AVE/ BAXTER AVE, LOUISVILLE, KY, 40204
23927, HERR LN / LYNDON LN, LOUISVILLE, KY, NA
23928, HERR LN / MOREDALE RD, LOUISVILLE, KY, NA
23929, HESS LN / MEADE AVE, LOUISVILLE, KY, 40217
23930, HICKORY ST / E BURNETT AVE, LOUISVILLE, KY, 40217
23931, HIGH WICKHAM PL / TERRA VIEW TRL, LOUISVILLE, KY, 40245
23932, HIGHLAND AVE / CHEROKEE RD, LOUISVILLE, KY, 40204
23933, HIGHLAND AVE / EDWARD ST, LOUISVILLE, KY, 40204
23934, HIGHLAND AVE / RUBEL AVE, LOUISVILLE, KY, 40204
23935, HIKES LN / NEWBURG ROAD RAMP, LOUISVILLE, KY, 40218
23936, HIKES LN / PRODUCE RD, LOUISVILLE, KY, 40218
23937, HOBART DR / MANSLICK RD, LOUISVILLE, KY, 40215
23938, HOBBS STATION RD / SENTRY WAY, LOUISVILLE, KY, 40223
23939, HOERTZ AVE / MILTON ST, LOUISVILLE, KY, 40217
23940, HOERTZ AVE / MORGAN ST, LOUISVILLE, KY, 40217
23941, HOLLY LAKE DR / CEDAR LAKE DR, LOUISVILLE, KY, 40291
23942, HOLLYHOCK LN / IVY RIDGE LN, LOUISVILLE, KY, 40272
23943, HOMESTEAD BLVD / ROCK CREEK DR, LOUISVILLE, KY, 40207
23944, HONIASANT RD / OSWEGO CIR, LOUISVILLE, KY, 40214
23945, HORNBEAM BLVD / MEADOW SWEET WAY, LOUISVILLE, KY, 40228
23946, HORNBECK PARK, LOUISVILLE, KY, 40118
23947, HUBERTA DR / MALDON DR, LOUISVILLE, KY, 40216
23948, HUDSON LN / BARDSTOWN RD, LOUISVILLE, KY, 40291
23949, HUDSON LN / TEALEAF CT, LOUISVILLE, KY, 40291
23950, HUSTON QUIN PARK, LOUISVILLE, KY, 40214
23951, HUTCHINS PARK, LOUISVILLE, KY, NA
23952, I 0064, LOUISVILLE, KY, NA
23953, I 0264/ MM 13.8, LOUISVILLE, KY, NA
23954, I 264 EAST / I 264 RAMP, LOUISVILLE, KY, 40209
23955, I 264 RAMP / I 264 RAMP, LOUISVILLE, KY, 40220
23956, I 264 RAMP / I 264 RAMP, LOUISVILLE, KY, NA
23957, I 264 RAMP / I 65 SOUTH, LOUISVILLE, KY, 40209
23958, I 264 RAMP / PHILLIPS LN, LOUISVILLE, KY, 40209
23959, I 264 RAMP / W MUHAMMAD ALI BLVD, LOUISVILLE, KY, 40212
23960, I 264 WEST / I 71 NORTH, LOUISVILLE, KY, 40207
23961, I 264 WEST / I 71 RAMP, LOUISVILLE, KY, 40222
23962, I 265 RAMP / I 265 RAMP, LOUISVILLE, KY, 40291
23963, I 265 RAMP / I 64 EAST, LOUISVILLE, KY, 40299
23964, I 265 RAMP / OLD HENRY RD, LOUISVILLE, KY, 40245
23965, I 65 RAMP / PRESTON DR, LOUISVILLE, KY, 40213
23966, I 65 RAMP / S PRESTON ST, LOUISVILLE, KY, 40208
23967, I 65 RAMP / WOODBINE ST, LOUISVILLE, KY, 40208
23968, I264E / CANE RUN RD (SHIVELY SIDE), LOUISVILLE, KY, 40216
23969, I264E / WESTPORT RD, LOUISVILLE, KY, 40222
23970, I264E EXIT 9, LOUISVILLE, KY, 40215
23971, I264W / BELLS LN (LOUISVILLE FIRE SIDE), LOUISVILLE, KY, 40211
23972, I264W / I65N, LOUISVILLE, KY, 40213
23973, I264W / PRESTON HWY, LOUISVILLE, KY, 40213
23974, I264W / RALPH AVE, LOUISVILLE, KY, 40211
23975, I264W / WESTPORT RD, LOUISVILLE, KY, 40207
23976, I265 E EXIT19 OFF RAMP / KY1819, LOUISVILLE, KY, NA
23977, I265N / SHELBYVILLE RD, LOUISVILLE, KY, 40245
23978, I265S / I71, LOUISVILLE, KY, 40059
23979, I64 / I65S, LOUISVILLE, KY, 40202
23980, I64E / BLANKENBAKER PKY EAST SIDE IN LMPD, LOUISVILLE, KY, NA
23981, I64E / HURSTBOURNE PKY S, LOUISVILLE, KY, 40220
23982, I64E / I264 WE, LOUISVILLE, KY, 40212
23983, I64W / BLANKENBAKER PKY EAST SIDE IN LMPD, LOUISVILLE, KY, 40243
23984, I64W / I264 EE, LOUISVILLE, KY, 40222
23985, I64W / I65N, LOUISVILLE, KY, 40206
23986, I64W / ROY WILKINS AVE, LOUISVILLE, KY, 40202
23987, I64W / SHERMAN MINTON BRIDGE, LOUISVILLE, KY, 40212
23988, I64W / STORY AVE, LOUISVILLE, KY, 40206
23989, I65N / I265N, LOUISVILLE, KY, 40229
23990, I65N / I64W, LOUISVILLE, KY, 40202
23991, I65N / S JACKSON ST, LOUISVILLE, KY, 40202
23992, I65N EXIT 132, LOUISVILLE, KY, 40217
23993, I65S / I265, LOUISVILLE, KY, 40219
23994, I65S / I265N, LOUISVILLE, KY, 40219
23995, I65S / I64W, LOUISVILLE, KY, 40202
23996, I65S / KENNEDY BRIDGE, LOUISVILLE, KY, 40202
23997, I65S / OKOLONA EXIT, LOUISVILLE, KY, 40219
23998, I65S / WARNOCK ST, LOUISVILLE, KY, 40208
23999, I65S EXIT 125, LOUISVILLE, KY, 40118
24000, I71N / COUNTY LINE, LOUISVILLE, KY, 40241
