street,City,State,Latitude,Longitude,Accuracy Score,Accuracy Type,County,Zip,Country,Source
2000 N JIM WRIGHT FW,Fort Worth,TX,32.755257,-97.47935,0.8,street_center,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
2000 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.667107,-97.350417,1,range_interpolation,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
2100 JACKSBORO HW,Fort Worth,TX,32.782539,-97.373773,0.8,rooftop,Tarrant County,76164,US,Tarrant County
2100 NW JIM WRIGHT FW,Fort Worth,TX,32.837623,-97.357646,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
2400 JACKSBORO HW,Fort Worth,TX,32.786784,-97.383561,0.8,rooftop,Tarrant County,76106,US,Tarrant County
2400 LEE AVE,Fort Worth,TX,32.788257,-97.355091,1,rooftop,Tarrant County,76164,US,Tarrant County
2400 MORESBY ST,Fort Worth,TX,32.706679,-97.291403,1,rooftop,Tarrant County,76105,US,Tarrant County
2500 BOMAR AVE,Fort Worth,TX,32.745441,-97.290808,1,rooftop,Tarrant County,76103,US,Tarrant County
2600 PRAIRIE AVE,Fort Worth,TX,32.791948,-97.366908,1,rooftop,Tarrant County,76164,US,Tarrant County
2600 SOUTHEAST LOOP INTERSTATE 820,Fort Worth,TX,32.664438,-97.293214,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
2700 AVE C,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2800 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.715375,-97.229369,0.2,rooftop,Tarrant County,76119,US,Tarrant County
2800 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.715375,-97.229369,0.2,rooftop,Tarrant County,76119,US,Tarrant County
2900 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2900 AVE K,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3000 QUAIL RD,Fort Worth,TX,32.715306,-97.219585,0.8,street_center,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
3100 MANSFIELD HW,Fort Worth,TX,32.684504,-97.28393,1,rooftop,Tarrant County,76119,US,Tarrant County
3100 SONDRA DR,Fort Worth,TX,32.756264,-97.361117,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
3200 AVE L,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3200 STONEWALL LN,Fort Worth,TX,32.616829,-97.366867,1,range_interpolation,Tarrant County,76123,US,TIGER/Line® dataset from the US Census Bureau
3300 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,32.811341,-97.209369,0.8,range_interpolation,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
3300 SOUTH MEADOW DR,Fort Worth,TX,32.640386,-97.369569,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
3300 VICKERY BL,Fort Worth,TX,32.735182,-97.277778,0.6,rooftop,Tarrant County,76105,US,Tarrant County
3400 PARK HOLLOW,Fort Worth,TX,32.70006,-97.38304,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
3500 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3500 PIONEER ST,Fort Worth,TX,32.688956,-97.274334,1,rooftop,Tarrant County,76119,US,Tarrant County
3500 POND DR,Fort Worth,TX,32.720994,-97.468433,0.9,rooftop,Tarrant County,76116,US,Tarrant County
3500 SUFFOLK DR,Fort Worth,TX,32.689374,-97.368208,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
3600 OAK TREE CI,Fort Worth,TX,32.591857,-97.238576,0.8,street_center,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
3600 TERRA CT,Fort Worth,TX,32.808751,-97.344605,0.5,rooftop,Tarrant County,76106,US,Tarrant County
3600 WHITE BIRCH WAY,Fort Worth,TX,32.732244,-97.3102,0.8,street_center,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
3800 S INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
3800 SOUTH HILLS CI,Fort Worth,TX,32.791065,-97.292981,0.5,rooftop,Tarrant County,76111,US,Tarrant County
3900 HILLDALE RD,Fort Worth,TX,32.706429,-97.246222,1,rooftop,Tarrant County,76119,US,Tarrant County
400 7 OLD HWY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
400 STREAMS AND VALLEYS CIR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4000 GERMAN POINTER WAY,Fort Worth,TX,32.608126,-97.381276,1,rooftop,Tarrant County,76123,US,Tarrant County
4100 5TH AVE,Fort Worth,TX,32.6881,-97.339511,1,rooftop,Tarrant County,76110,US,Tarrant County
4200 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4300 PARK CREEK CIR N,Fort Worth,TX,32.870285,-97.290505,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
4300 SANSOM PARK DR,Fort Worth,TX,32.80824,-97.371787,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4400 S INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
4400 WELLESLEY AVE,Fort Worth,TX,32.725619,-97.384599,1,rooftop,Tarrant County,76107,US,Tarrant County
4500 FOXFIRE WAY,Fort Worth,TX,32.644596,-97.390039,1,rooftop,Tarrant County,76133,US,Tarrant County
4500 REGALRIDGE DR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4600 MILLER AV,Fort Worth,TX,32.697026,-97.262943,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
4600 VIRGIL ST,Fort Worth,TX,32.708244,-97.255891,1,rooftop,Tarrant County,76119,US,Tarrant County
4700 RINCON WAY,Fort Worth,TX,32.884946,-97.285317,1,rooftop,Tarrant County,76137,US,Tarrant County
4800 OLD MANSFIELD RD,Fort Worth,TX,32.670679,-97.253228,0.8,rooftop,Tarrant County,76119,US,Tarrant County
4800 SOUTHWEST BLVD SERVICE ROAD,Fort Worth,TX,32.68418,-97.396617,1,rooftop,Tarrant County,76116,US,Tarrant County
4900 S INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
500 STREAMS AND VALLEYS CIR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
5000 CALMONT AVE,Fort Worth,TX,32.734182,-97.395209,1,rooftop,Tarrant County,76107,US,Tarrant County
5000 WINESANKER WAY,Fort Worth,TX,32.649234,-97.400364,1,rooftop,Tarrant County,76133,US,Tarrant County
5100 LIBERTY WAY,Fort Worth,TX,32.975461,-97.254511,1,rooftop,Tarrant County,76177,US,Tarrant County
5400 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.733918,-97.402507,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
5500 ALTER DR,Fort Worth,TX,32.716102,-97.237709,1,rooftop,Tarrant County,76119,US,Tarrant County
5500 LUBBOCK AVE,Fort Worth,TX,32.664368,-97.356883,1,rooftop,Tarrant County,76133,US,Tarrant County
5600 FERNANDER DR,Fort Worth,TX,32.715362,-97.406487,1,rooftop,Tarrant County,76107,US,Tarrant County
5800 EAST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
5800 LOCKE AVE,Fort Worth,TX,32.732413,-97.409905,1,rooftop,Tarrant County,76107,US,Tarrant County
6000 WESTERN PA,Fort Worth,TX,32.735552,-97.416399,1,rooftop,Tarrant County,76107,US,Tarrant County
6100 BIANCA CI,Fort Worth,TX,32.660469,-97.408585,1,range_interpolation,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
6200 MCCART AV,Fort Worth,TX,32.655137,-97.362513,0.9,rooftop,Tarrant County,76133,US,Tarrant County
6400 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.803009,-97.425567,0.9,range_interpolation,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
6700 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.800221,-97.433113,0.9,range_interpolation,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
6700 SUNNYBANK DR,Fort Worth,TX,32.862233,-97.286917,1,rooftop,Tarrant County,76137,US,Tarrant County
6800 BAY LINE DR,Fort Worth,TX,32.649311,-97.410955,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
6900 MCCART AV,Fort Worth,TX,32.641318,-97.370372,0.9,rooftop,Tarrant County,76133,US,Tarrant County
8100 WATERSIDE TRL,Fort Worth,TX,32.887197,-97.293389,1,rooftop,Tarrant County,76137,US,Tarrant County
8300 ORLEANS LN,Fort Worth,TX,32.621736,-97.363322,1,rooftop,Tarrant County,76123,US,Tarrant County
8300 WOODLAND WAY,Fort Worth,TX,32.889437,-97.275368,1,rooftop,Tarrant County,76137,US,Tarrant County
8500 EAST FW,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
8600 TRACE RIDGE PK,Fort Worth,TX,32.895423,-97.281813,1,rooftop,Tarrant County,76244,US,Tarrant County
8700 CALMONT AV,Fort Worth,TX,32.735792,-97.468604,1,rooftop,Tarrant County,76116,US,Tarrant County
900 EAST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
900 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.747446,-97.48568,0.2,rooftop,Tarrant County,76108,US,Tarrant County
900 WESTERN PA,Fort Worth,TX,32.847648,-97.377411,0.8,rooftop,Tarrant County,76179,US,Tarrant County
9200 RENEE CI,Fort Worth,TX,32.72765,-97.4621,0.8,street_center,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
100 7 OLD HIGHWAY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
100 BEACH ST,Fort Worth,TX,32.764887,-97.287915,1,rooftop,Tarrant County,76111,US,Tarrant County
100 CHERRY INTERSTATE 30,Fort Worth,TX,32.75579,-97.337859,1,range_interpolation,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
1000 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.765823,-97.214181,0.2,rooftop,Tarrant County,76119,US,Tarrant County
1000 WOODLANDS CI,Fort Worth,TX,32.651048,-97.211622,0.8,street_center,Tarrant County,76060,US,TIGER/Line® dataset from the US Census Bureau
10300 LITTLE VALLEY RD,Fort Worth,TX,32.75528,-97.503302,1,rooftop,Tarrant County,76108,US,Tarrant County
10400 ALTA VISTA RD,Fort Worth,TX,32.8842,-97.244695,0.8,street_center,Tarrant County,76148,US,TIGER/Line® dataset from the US Census Bureau
10800 N BEACH ST,Fort Worth,TX,32.808771,-97.290559,0.8,street_center,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
1100 COLVIN AVE,Fort Worth,TX,32.713655,-97.313751,1,rooftop,Tarrant County,76104,US,Tarrant County
1100 FOREST PARK BL,Fort Worth,TX,32.733217,-97.352306,1,range_interpolation,Tarrant County,76110,US,TIGER/Line® dataset from the US Census Bureau
1100 KIRKWALL DR,Fort Worth,TX,32.661394,-97.312474,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
1100 NORTH SOUTH FW,Fort Worth,TX,32.773663,-97.318043,0.5,rooftop,Tarrant County,76102,US,Tarrant County
1100 ROPING REINS WAY,Fort Worth,TX,32.990358,-97.384465,1,range_interpolation,Denton County,76052,US,TIGER/Line® dataset from the US Census Bureau
1200 INTERMODAL PK,Fort Worth,TX,32.979125,-97.327422,0.8,street_center,Tarrant County,76177,US,TIGER/Line® dataset from the US Census Bureau
1200 ROUND PEN RU,Fort Worth,TX,32.987135,-97.384991,1,rooftop,Tarrant County,76052,US,Tarrant County
1200 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.78217,-97.211601,0.2,rooftop,Tarrant County,76119,US,Tarrant County
12500 FALABELLA WAY,Fort Worth,TX,32.955552,-97.291467,1,rooftop,Tarrant County,76244,US,Tarrant County
12600 PANORAMA DR,Fort Worth,TX,32.574676,-97.328411,1,rooftop,Tarrant County,76028,US,Tarrant County
1300 BARREL RU,Fort Worth,TX,32.885955,-97.403891,0.8,street_center,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
1300 NICOLE WAY,Fort Worth,TX,32.590643,-97.29623,1,rooftop,Tarrant County,76028,US,Tarrant County
13100 287 EXIT AVOND,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1400 BARRON LN,Fort Worth,TX,32.759013,-97.207592,1,rooftop,Tarrant County,76112,US,Tarrant County
1400 BURMEISTER RD,Fort Worth,TX,32.643819,-97.340625,1,rooftop,Tarrant County,76134,US,Tarrant County
1400 WIND STAR WAY,Fort Worth,TX,32.746593,-97.499601,1,rooftop,Tarrant County,76108,US,Tarrant County
14000 WRANGLER WAY,Fort Worth,TX,32.985249,-97.39475,1,range_interpolation,Tarrant County,76052,US,TIGER/Line® dataset from the US Census Bureau
14600 TRINITY BL,Fort Worth,TX,32.821482,-97.050074,1,rooftop,Tarrant County,76155,US,Tarrant County
1500 8TH AVE,Fort Worth,TX,32.727885,-97.344281,1,rooftop,Tarrant County,76104,US,Tarrant County
1500 GAINSBOROUGH WAY,Fort Worth,TX,32.60762,-97.290024,0.6,rooftop,Tarrant County,76140,US,Tarrant County
1500 HALL ST,Fort Worth,TX,32.729458,-97.295038,1,rooftop,Tarrant County,76105,US,Tarrant County
1500 LAGONDA AVE,Fort Worth,TX,32.774188,-97.356391,1,rooftop,Tarrant County,76164,US,Tarrant County
1500 WIND STAR WAY,Fort Worth,TX,32.745536,-97.49956,1,rooftop,Tarrant County,76108,US,Tarrant County
15100 SEVENTEEN LAKES BL,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1600 DESPERADO RD,Fort Worth,TX,32.893984,-97.335123,1,rooftop,Tarrant County,76131,US,Tarrant County
1600 EVANS AV,Fort Worth,TX,32.726765,-97.318574,1,rooftop,Tarrant County,76104,US,Tarrant County
1600 EVERMAN PK,Fort Worth,TX,32.625284,-97.300618,1,rooftop,Tarrant County,76140,US,Tarrant County
1600 RIALTO WAY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1600 TEXAS ST,Fort Worth,TX,32.749469,-97.343311,1,rooftop,Tarrant County,76102,US,Tarrant County
1600 WIND STAR WAY,Fort Worth,TX,32.744645,-97.499547,1,rooftop,Tarrant County,76108,US,Tarrant County
16700 WINDTHORST WAY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1700 AVE E,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1700 EAST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
1700 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,32.792232,-97.212312,1,range_interpolation,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
1700 RIALTO WAY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1800 ANDREW AVE,Fort Worth,TX,32.726529,-97.239706,1,rooftop,Tarrant County,76105,US,Tarrant County
1800 MANOR RIDGE WAY,Fort Worth,TX,32.753613,-97.168478,1,range_interpolation,Tarrant County,76120,US,TIGER/Line® dataset from the US Census Bureau
1900 S INTERSTATE 820 FW,Fort Worth,TX,32.726658,-97.22579,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
2100 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.748105,-97.296122,0.9,rooftop,Tarrant County,76103,US,Tarrant County
2200 ALSTON AVE,Fort Worth,TX,32.720407,-97.334466,1,rooftop,Tarrant County,76110,US,Tarrant County
2200 DOTTIE LYNN PK,Fort Worth,TX,32.769931,-97.184721,0.33,place,Tarrant County,76120,US,TIGER/Line® dataset from the US Census Bureau
2200 GRACE AVE,Fort Worth,TX,32.791749,-97.307134,1,rooftop,Tarrant County,76111,US,Tarrant County
2200 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.740069,-97.349713,1,rooftop,Tarrant County,76102,US,Tarrant County
2300 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.791882,-97.20224,0.2,rooftop,Tarrant County,76119,US,Tarrant County
2300 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.791882,-97.20224,0.2,rooftop,Tarrant County,76119,US,Tarrant County
2400 AZLE AV,Fort Worth,TX,32.794062,-97.373059,1,rooftop,Tarrant County,76106,US,Tarrant County
2400 OAK HILL CI,Fort Worth,TX,32.704146,-97.395614,0.8,street_center,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
2400 S OTERO PA,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2400 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.668176,-97.354225,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
2400 VILLAGE CREEK RD,Fort Worth,TX,32.720981,-97.248408,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
2500 E INTERSTATE 820 FREEWAY N,Fort Worth,TX,32.839035,-97.317669,0.9,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
2500 E LANCASTER AVE,Fort Worth,TX,32.744183,-97.291466,1,rooftop,Tarrant County,76103,US,Tarrant County
2700 8TH AV,Fort Worth,TX,32.712478,-97.344778,1,rooftop,Tarrant County,76110,US,Tarrant County
2700 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2700 PRIMROSE AVE,Fort Worth,TX,32.781555,-97.307485,1,rooftop,Tarrant County,76111,US,Tarrant County
2800 N AUDRAS WAY,Fort Worth,TX,32.703757,-97.414532,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
2800 S AUDRAS WAY,Fort Worth,TX,32.703757,-97.414532,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
2800 STARK ST,Fort Worth,TX,32.739378,-97.232829,1,rooftop,Tarrant County,76112,US,Tarrant County
2800 WALTON AV,Fort Worth,TX,32.662804,-97.358626,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
2900 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2900 AVE L,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
2900 EAST LOOP INTERSTATE 820,Fort Worth,TX,32.6785,-97.330511,0.33,place,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
2900 GUNNISON TR,Fort Worth,TX,32.732927,-97.46033,1,rooftop,Tarrant County,76116,US,Tarrant County
2900 TRAVIS AV,Fort Worth,TX,32.709395,-97.333262,1,rooftop,Tarrant County,76110,US,Tarrant County
300 ALTAMESA BL,Fort Worth,TX,32.655339,-97.329115,1,rooftop,Tarrant County,76115,US,Tarrant County
300 FREEDOM WAY,Fort Worth,TX,32.937538,-97.267061,1,range_interpolation,Tarrant County,76244,US,TIGER/Line® dataset from the US Census Bureau
300 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.757279,-97.479675,0.2,rooftop,Tarrant County,76108,US,Tarrant County
300 WEST LOOP INTERSTATE 820 820 NORTH,Fort Worth,TX,32.757279,-97.479675,0.2,rooftop,Tarrant County,76108,US,Tarrant County
3000 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3000 BILGLADE RD,Fort Worth,TX,32.677044,-97.359843,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
3100 CROUCH AVE,Fort Worth,TX,32.713858,-97.255428,1,rooftop,Tarrant County,76105,US,Tarrant County
3100 WESLEY ST,Fort Worth,TX,32.800456,-97.293528,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
3200 MERIDA AVE,Fort Worth,TX,32.704035,-97.355828,1,rooftop,Tarrant County,76109,US,Tarrant County
3200 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.713742,-97.229536,0.2,rooftop,Tarrant County,76119,US,Tarrant County
3300 AVE E,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3300 BONAVENTURE BL,Fort Worth,TX,32.642699,-97.272614,0.6,rooftop,Tarrant County,76140,US,Tarrant County
3400 AVE L,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3400 MARQUITA DR,Fort Worth,TX,32.722039,-97.443624,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
3400 RIVERPARK DR,Fort Worth,TX,32.699708,-97.426173,0.9,rooftop,Tarrant County,76116,US,Tarrant County
3400 RYAN AVE,Fort Worth,TX,32.700352,-97.343129,1,rooftop,Tarrant County,76110,US,Tarrant County
3400 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.721542,-97.483181,0.2,rooftop,Tarrant County,76126,US,Tarrant County
3500 WAYSIDE AVE,Fort Worth,TX,32.698469,-97.352123,1,rooftop,Tarrant County,76110,US,Tarrant County
3600 AVE E,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3600 HWY,Fort Worth,TX,32.941874,-97.131652,0.8,street_center,Tarrant County,76092,US,TIGER/Line® dataset from the US Census Bureau
3600 SILVERADO TRL,Fort Worth,TX,32.941144,-97.219875,0.8,street_center,Tarrant County,76248,US,TIGER/Line® dataset from the US Census Bureau
3700 AVE L,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3700 DECATUR AV,Fort Worth,TX,32.810558,-97.339368,1,rooftop,Tarrant County,76106,US,Tarrant County
3700 GLASSENBERRY ST,Fort Worth,TX,32.904033,-97.30439,1,rooftop,Tarrant County,76244,US,Tarrant County
3700 LOIS ST,Fort Worth,TX,32.69671,-97.372458,0.5,rooftop,Tarrant County,76109,US,Tarrant County
3700 SOUTH HILLS AV,Fort Worth,TX,32.696579,-97.372218,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
3800 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3800 FORBES ST,Fort Worth,TX,32.71567,-97.2685,1,rooftop,Tarrant County,76105,US,Tarrant County
3800 GROVER AVE,Fort Worth,TX,32.813606,-97.327848,1,rooftop,Tarrant County,76106,US,Tarrant County
3800 TOWNSEND DR,Fort Worth,TX,32.692689,-97.349795,1,rooftop,Tarrant County,76110,US,Tarrant County
3800 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.753756,-97.266993,0.9,rooftop,Tarrant County,76103,US,Tarrant County
3900 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3900 WEDGWAY DR,Fort Worth,TX,32.668756,-97.37826,1,rooftop,Tarrant County,76133,US,Tarrant County
400 KENCHESTER WAY,Fort Worth,TX,32.579876,-97.327589,1,range_interpolation,Tarrant County,76036,US,TIGER/Line® dataset from the US Census Bureau
4000 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4000 HARDEMAN ST,Fort Worth,TX,32.702576,-97.264907,1,rooftop,Tarrant County,76119,US,Tarrant County
4100 AVE G,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4100 STONE HOLLOW WAY,Fort Worth,TX,32.82254,-97.496878,0.8,street_center,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
4200 AVE G,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4200 DEERING DR,Fort Worth,TX,32.765658,-97.38151,1,range_interpolation,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
4200 HUNTERS CREEK DR,Fort Worth,TX,32.614461,-97.384579,1,rooftop,Tarrant County,76123,US,Tarrant County
4300 MONTECITO LN,Fort Worth,TX,32.821346,-97.383001,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4300 PANOLA AVE,Fort Worth,TX,32.738432,-97.260494,1,rooftop,Tarrant County,76103,US,Tarrant County
4300 VALENTINE ST,Fort Worth,TX,32.726687,-97.381477,1,rooftop,Tarrant County,76107,US,Tarrant County
4400 AVE N,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4400 BAYLOR ST,Fort Worth,TX,32.703569,-97.257575,1,rooftop,Tarrant County,76119,US,Tarrant County
4400 SOUTHBEND DR,Fort Worth,TX,32.612693,-97.390537,1,rooftop,Tarrant County,76123,US,Tarrant County
4600 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4600 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4600 COOL RIDGE CT,Fort Worth,TX,32.635893,-97.393224,1,rooftop,Tarrant County,76133,US,Tarrant County
4600 LEEWARD LN,Fort Worth,TX,32.823107,-97.405042,0.8,street_center,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
4700 BARWICK DR,Fort Worth,TX,32.675832,-97.392811,1,rooftop,Tarrant County,76132,US,Tarrant County
4700 E LANCASTER AVE,Fort Worth,TX,32.740372,-97.253137,1,rooftop,Tarrant County,76102,US,Tarrant County
4700 FOXFIRE WAY,Fort Worth,TX,32.644688,-97.396201,1,rooftop,Tarrant County,76133,US,Tarrant County
4700 WELLESLEY AV,Fort Worth,TX,32.725503,-97.390396,1,rooftop,Tarrant County,76107,US,Tarrant County
4800 BARNETT ST,Fort Worth,TX,32.751691,-97.251017,1,rooftop,Tarrant County,76103,US,Tarrant County
4800 S HULEN ST,Fort Worth,TX,32.678433,-97.398118,1,rooftop,Tarrant County,76132,US,Tarrant County
